date,phid,chain,storesize,sale,nobs,packages,market
2005-04-01,159,1,434.0,1112567.52,2241,2889.115,16
2005-04-01,160,1,182.0,1113135.62,2860,3644.452,16
2005-04-01,161,3,337.0,1004888.81,2094,2681.0,16
2005-04-01,162,5,190.0,1272328.13,1139,1526.4,16
2005-04-01,163,1,225.0,1572598.61,3211,4388.984,3
2005-04-01,164,2,500.0,2165266.8,4431,5928.26,6
2005-04-01,165,2,93.0,319989.91,853,1078.0,47
2005-04-01,166,2,210.0,1214917.49,2344,3260.55,19
2005-04-01,167,1,230.0,970091.68,2394,3026.0,48
2005-04-01,168,2,258.0,1095822.7,2184,3111.166,49
2005-04-01,171,1,178.0,1359790.43,2885,3690.0,16
2005-04-01,172,2,129.0,948287.63,1841,2442.75,50
2005-04-01,173,2,407.0,2532677.7,4964,7051.5,51
2005-04-01,175,2,264.0,1269639.48,2831,3768.48,50
2005-04-01,176,1,236.0,1343751.09,2838,4066.421,52
2005-04-01,177,2,192.0,942128.03,2264,2921.5,53
2005-04-01,180,2,283.0,1247744.01,2838,3704.85,24
2005-04-01,181,5,560.0,1520903.06,2382,3220.655,24
2005-04-01,185,2,257.0,776693.63,1745,2338.0,54
2005-04-01,186,2,600.0,1969938.61,3914,5130.2,55
2005-04-01,187,2,325.0,2078754.37,3834,5299.5,56
2005-04-01,495,1,280.0,968022.26,1916,2599.0,56
2005-04-01,189,3,509.0,1039332.94,2266,2765.066,27
2005-04-01,191,1,330.0,1527338.31,3556,4690.25,57
2005-04-01,193,1,261.0,988967.55,2149,2731.75,11
2005-04-01,194,1,440.0,1872209.83,3979,5347.0,58
2005-04-01,195,1,300.0,1026045.77,2506,3403.0,59
2005-04-01,196,2,324.0,882736.9,1833,2669.0,60
2005-04-01,197,2,300.0,1656846.52,3789,4966.5,61
2005-04-01,198,1,320.0,1612854.44,3762,5078.3,62
2005-04-01,200,3,342.0,1527623.68,3867,4859.12,63
2005-04-01,201,1,158.0,1231839.73,2505,3356.993,64
2005-04-01,204,1,0.0,1713892.94,3798,5200.929,50
2005-04-01,205,2,211.0,1007628.11,1835,2352.0,6
2005-04-01,206,2,327.0,1568076.9,3405,4331.066,6
2005-04-01,252,2,200.0,635882.35,1292,1775.0,28
2005-04-01,253,2,248.0,588331.48,1412,1905.0,65
2005-04-01,257,1,90.0,1305197.2,2908,3790.335,66
2005-04-01,258,2,472.0,2322026.47,3984,5358.022,66
2005-04-01,259,1,220.0,958963.11,2507,3129.0,25
2005-04-01,260,1,256.0,970940.41,2188,2855.65,67
2005-04-01,261,1,433.0,1028798.44,2039,2762.0,59
2005-04-01,262,3,325.0,2306743.13,4625,6374.0,39
2005-04-01,263,3,457.0,2703842.45,6042,7733.568,39
2005-04-01,264,2,579.0,2426057.13,5070,7192.0,16
2005-04-01,265,1,300.0,1422731.44,3136,4060.0,16
2005-04-01,266,2,130.0,815701.43,1917,2565.572,68
2005-04-01,267,2,202.0,1505767.24,2864,3902.88,69
2005-04-01,269,1,314.0,1415349.44,2857,3960.0,70
2005-04-01,272,4,302.0,1429135.3,3097,4612.0,71
2005-04-01,273,2,164.0,775116.28,1618,2312.6,72
2005-04-01,277,2,330.0,1693648.03,3092,4178.0,25
2005-04-01,278,2,265.0,1241578.39,2913,3883.0,25
2005-04-01,279,2,226.0,1539086.19,3417,4485.0,25
2005-04-01,498,1,312.0,1790848.37,3770,4984.583,25
2005-04-01,502,3,205.0,723644.16,1900,2402.976,118
2005-04-01,286,1,156.0,432736.47,1439,1361.253,11
2005-04-01,287,2,310.0,1269244.24,3074,3999.786,73
2005-04-01,288,3,118.0,592182.81,1125,1436.0,50
2005-04-01,299,4,250.0,720654.98,1620,2202.0,74
2005-04-01,300,3,181.0,982765.6,2453,3209.011,50
2005-04-01,301,2,303.0,1296647.6,3461,3622.593,75
2005-04-01,302,3,275.0,1463263.83,3343,4224.806,25
2005-04-01,303,2,303.0,1960704.08,3900,5238.405,76
2005-04-01,305,2,373.0,1671873.62,3699,4933.8,16
2005-04-01,306,2,215.0,939352.27,2082,2589.8,25
2005-04-01,307,2,265.0,2323246.2,4979,6435.381,25
2005-04-01,308,3,339.0,2002009.86,8542,5649.134,25
2005-04-01,309,1,491.0,2923353.16,6090,7883.0,25
2005-04-01,526,5,975.0,4318141.74,2218,3545.678,25
2005-04-01,310,1,263.0,992715.67,2493,3133.25,25
2005-04-01,311,1,288.0,2219668.25,4388,5901.4,77
2005-04-01,312,1,82.0,3804633.67,9052,11731.034,77
2005-04-01,313,3,486.0,1995075.46,4315,5768.667,50
2005-04-01,315,2,350.0,2087917.07,4327,5702.679,78
2005-04-01,316,3,252.0,743371.19,1682,2299.0,79
2005-04-01,317,2,259.0,1799810.68,3584,4803.0,80
2005-04-01,318,1,226.0,794993.69,2002,2640.0,81
2005-04-01,319,1,195.0,820749.7,1644,2063.0,82
2005-04-01,320,2,150.0,746444.19,1638,2197.9,83
2005-04-01,321,3,176.0,566981.48,1498,1939.33,84
2005-04-01,322,2,350.0,1586977.62,3323,4491.75,85
2005-04-01,323,3,225.0,1079651.88,2701,3651.328,86
2005-04-01,324,3,150.0,891979.65,2318,2560.8,87
2005-04-01,325,1,130.0,967465.37,2037,2684.067,88
2005-04-01,326,2,159.0,1370733.66,2774,3908.0,3
2005-04-01,327,2,100.0,676801.19,1663,2093.0,89
2005-04-01,330,1,288.0,1160004.49,2585,3458.0,90
2005-04-01,331,2,425.0,1683451.36,3562,5060.25,25
2005-04-01,332,1,150.0,905126.63,2121,2917.6,91
2005-04-01,333,2,200.0,1431133.27,3306,4600.25,92
2005-04-01,334,1,163.0,1597492.75,3738,5034.951,92
2005-04-01,335,1,383.0,2054851.74,5033,6977.0,92
2005-04-01,336,5,894.0,3956718.36,3165,4545.977,92
2005-04-01,337,2,90.0,995247.94,2362,3114.5,92
2005-04-01,338,1,194.0,629021.03,1419,1837.0,92
2005-04-01,339,2,246.0,1168017.96,2800,3680.386,50
2005-04-01,340,2,389.0,626210.59,1852,2346.606,50
2005-04-01,341,3,260.0,658114.63,1636,2092.479,50
2005-04-01,342,3,429.0,2278143.95,4891,6378.31,50
2005-04-01,343,1,250.0,1734887.32,4047,5364.836,50
2005-04-01,344,1,231.0,1329168.05,2816,3619.214,50
2005-04-01,345,3,344.0,1604199.57,2883,3940.386,50
2005-04-01,346,1,396.0,656753.19,1737,2145.0,50
2005-04-01,347,5,1300.0,4659159.77,2833,4332.976,50
2005-04-01,348,1,271.0,1047222.14,2180,2900.0,50
2005-04-01,511,1,170.0,651119.81,1486,2023.5,50
2005-04-01,349,1,113.0,548772.94,1725,2125.0,50
2005-04-01,350,2,305.0,1569784.27,3542,4547.286,93
2005-04-01,352,1,75.0,1375908.21,2690,3651.8,3
2005-04-01,353,3,530.0,1674016.47,3356,4653.75,94
2005-04-01,354,2,110.0,989977.15,2267,3031.498,34
2005-04-01,362,2,360.0,1250913.49,2822,3666.0,32
2005-04-01,363,4,250.0,1282304.51,2630,3513.69,95
2005-04-01,364,2,77.0,432947.08,1028,1316.8,80
2005-04-01,365,1,314.0,627660.55,1523,2128.667,96
2005-04-01,503,2,80.0,2302254.16,4603,6367.0,113
2005-04-01,366,3,256.0,1638872.05,3678,5120.42,3
2005-04-01,367,1,97.0,1025163.02,2249,2862.72,42
2005-04-01,368,3,428.0,884153.39,2063,2721.7,42
2005-04-01,370,2,214.0,836708.44,1828,2499.27,97
2005-04-01,371,2,261.0,1724514.5,3435,4558.0,16
2005-04-01,372,2,407.0,2061846.09,4115,5784.714,98
2005-04-01,373,1,256.0,666110.67,1826,1973.056,99
2005-04-01,527,1,300.0,909728.17,1503,2111.0,112
2005-04-01,374,2,404.0,1134181.85,2494,3290.8,100
2005-04-01,375,1,122.0,2268290.53,4299,5822.544,101
2005-04-01,376,2,340.0,1472720.78,2963,3977.5,102
2005-04-01,377,1,270.0,1354837.33,3090,4194.1,103
2005-04-01,378,2,57.0,422204.76,1074,1370.0,104
2005-04-01,379,3,90.0,680822.82,1419,1822.0,29
2005-04-01,380,2,115.0,432569.74,1137,1632.5,105
2005-04-01,381,2,192.0,1080323.74,2572,3390.75,106
2005-04-01,382,1,450.0,1286493.22,2709,3586.35,107
2005-04-01,383,2,307.0,1041962.93,2583,3424.25,100
2005-04-01,384,1,396.0,1743537.55,3960,5350.0,16
2005-04-01,386,3,105.0,592270.16,1310,1718.0,16
2005-04-01,387,1,300.0,636249.28,1533,2065.833,108
2005-04-01,388,3,133.0,839947.77,1529,2041.0,27
2005-04-01,389,1,132.0,1709708.0,4199,5395.315,83
2005-04-01,390,2,500.0,1821432.34,3796,5153.588,83
2005-04-01,391,5,560.0,3685627.84,2730,4153.231,83
2005-04-01,392,1,154.0,858456.91,1854,2336.971,83
2005-04-01,393,2,207.0,497898.31,935,1247.833,109
2005-04-01,394,3,137.0,621583.61,1595,2119.0,110
2005-04-01,395,1,160.0,875862.19,1434,1914.0,111
2005-04-01,397,3,324.0,1493521.93,3142,4250.186,29
2005-04-01,398,2,133.0,759224.28,1882,2541.0,1
2005-04-01,399,1,137.0,519383.02,1300,1732.4,25
2005-04-01,401,2,188.0,1363929.82,2948,3786.36,34
2005-04-01,402,1,225.0,525145.45,1241,1556.883,34
2005-04-01,403,1,230.0,391185.99,1080,1363.0,3
2005-04-01,404,1,110.0,680646.52,1940,2383.0,16
2005-04-01,405,2,182.0,847424.64,1792,2470.0,51
2005-04-01,406,2,127.0,776797.25,1835,2365.097,24
2005-04-01,410,1,90.0,375245.03,864,1098.0,58
2005-04-01,411,2,0.0,738469.12,1426,1973.286,112
2005-04-01,415,2,274.0,1029470.96,2297,2957.0,66
2005-04-01,418,1,198.0,505368.64,1193,1631.0,16
2005-04-01,522,4,90.0,785932.25,1498,1995.0,17
2005-04-01,421,3,117.0,560295.67,1346,1689.8,25
2005-04-01,422,2,150.0,1072507.35,2522,3138.672,25
2005-04-01,423,3,95.0,1027633.49,3488,2793.061,25
2005-04-01,424,1,120.0,1027183.9,2090,2675.0,25
2005-04-01,425,2,90.0,798816.58,1856,2355.666,77
2005-04-01,426,2,150.0,1014504.84,2466,3203.686,50
2005-04-01,428,2,182.0,977994.76,2386,3054.737,83
2005-04-01,431,2,76.0,593314.78,1574,2006.25,113
2005-04-01,432,1,61.0,638215.94,1655,2094.3,50
2005-04-01,437,2,120.0,1116066.96,2699,3629.0,20
2005-04-01,439,1,185.0,1114672.27,2716,3570.25,16
2005-04-01,440,1,107.0,1118730.72,2299,3177.5,3
2005-04-01,443,1,219.0,1281852.68,3194,4062.022,6
2005-04-01,444,2,222.0,1007160.33,2323,3105.25,50
2005-04-01,446,2,114.0,560638.1,1068,1394.846,50
2005-04-01,447,2,164.0,633195.13,1573,2034.2,50
2005-04-01,448,2,1065.0,368715.66,731,910.0,50
2005-04-01,449,3,63.0,706903.4,1722,2141.41,50
2005-04-01,451,2,163.0,746142.91,1652,2073.5,83
2005-04-01,454,1,100.0,625996.0,1300,1736.953,56
2005-04-01,457,1,298.0,538839.32,1449,1814.833,6
2005-04-01,458,1,216.0,753885.8,1558,2087.906,8
2005-04-01,459,2,192.0,570528.29,1463,1987.0,101
2005-04-01,460,2,0.0,854789.52,1768,2308.0,55
2005-04-01,461,1,115.0,2380859.48,4427,6491.5,3
2005-04-01,462,2,480.0,1401607.11,2975,3972.0,6
2005-04-01,466,3,114.0,706440.67,1561,1992.0,16
2005-04-01,469,2,450.0,1612297.41,2651,4242.334,6
2005-04-01,470,1,150.0,855373.58,2030,2485.856,78
2005-04-01,472,1,111.0,425904.15,838,1125.603,114
2005-04-01,474,2,92.0,758898.44,1571,2112.82,21
2005-04-01,475,1,125.0,790356.05,2126,2693.0,3
2005-04-01,478,3,406.0,540609.05,1273,1571.48,24
2005-04-01,512,4,90.0,641140.29,1480,1909.392,120
2005-04-01,481,2,241.0,518660.0,1170,1507.0,25
2005-04-01,482,3,173.0,1042899.22,2012,2776.629,3
2005-04-01,486,1,181.0,429054.72,1011,1251.4,115
2005-04-01,487,1,286.0,531966.6,989,1237.0,24
2005-04-01,496,2,208.0,440817.7,779,1004.817,50
2005-04-01,491,1,77.0,483215.52,1302,1634.0,62
2005-04-01,493,3,136.0,530552.9,1114,1489.0,50
2005-04-01,506,1,90.0,482706.65,1042,1471.5,119
2005-04-01,513,3,142.0,540952.99,1346,1745.221,50
2005-04-01,508,3,128.0,530658.27,1349,1694.0,6
2005-04-01,532,5,204.0,668374.73,936,1346.533,3
2005-04-01,531,1,204.0,207165.54,586,690.0,6
2005-04-01,535,3,180.0,195871.85,498,627.0,25
2005-05-01,1,1,450.0,2168238.16,4567,6273.86,0
2005-05-01,2,2,539.0,1872504.46,3919,5768.867,1
2005-05-01,3,1,419.0,911827.06,1828,2539.3,2
2005-05-01,4,3,583.0,983414.02,1772,2440.25,3
2005-05-01,5,2,257.0,1322940.86,2356,3363.519,3
2005-05-01,6,2,273.0,1532845.8,3083,4576.717,3
2005-05-01,11,1,122.0,1063853.2,2708,3609.472,5
2005-05-01,12,3,400.0,2411099.2,4763,6426.49,6
2005-05-01,14,2,105.0,474581.9,1082,1356.0,7
2005-05-01,15,2,156.0,806854.68,1550,2213.286,8
2005-05-01,16,2,203.0,1424224.43,3416,4537.721,6
2005-05-01,17,3,285.0,1775030.03,3706,4838.4,6
2005-05-01,18,2,476.0,3791264.46,7200,9619.2,6
2005-05-01,19,4,152.0,932589.48,2029,2705.0,6
2005-05-01,21,3,440.0,896295.84,1575,1997.0,6
2005-05-01,22,2,333.0,2540246.57,4827,6764.0,6
2005-05-01,23,3,274.0,2923555.96,5775,7770.0,6
2005-05-01,24,3,136.0,825851.67,1582,2005.286,6
2005-05-01,25,2,97.0,978398.46,2535,3093.0,6
2005-05-01,26,3,665.0,2685016.34,5788,7618.0,6
2005-05-01,27,5,1967.0,5648830.81,3711,5086.15,6
2005-05-01,28,3,360.0,1044878.55,2249,2944.86,6
2005-05-01,29,3,393.0,2456119.06,4791,6533.1,6
2005-05-01,30,2,170.0,762164.38,1726,2490.0,6
2005-05-01,31,4,200.0,1122844.69,2505,3347.85,6
2005-05-01,32,3,171.0,1028921.25,2356,3132.5,6
2005-05-01,33,2,562.0,2236200.73,3643,5288.0,6
2005-05-01,34,2,56.0,1384357.18,3467,4590.75,9
2005-05-01,35,2,250.0,1309950.38,2539,3406.0,9
2005-05-01,36,2,150.0,569442.66,1174,1574.28,9
2005-05-01,37,1,454.0,1887868.53,3495,4938.855,9
2005-05-01,38,5,511.0,2065156.89,1582,2472.993,9
2005-05-01,39,1,79.0,470757.04,853,1179.0,9
2005-05-01,42,2,390.0,1667452.19,3896,5462.0,10
2005-05-01,50,1,154.0,952130.0,2330,2917.133,11
2005-05-01,51,2,255.0,1172114.19,2561,3420.867,12
2005-05-01,52,2,116.0,645183.95,1113,1440.786,13
2005-05-01,62,1,231.0,1152237.82,2294,2966.869,14
2005-05-01,65,1,479.0,2639823.91,5515,7800.0,15
2005-05-01,66,3,378.0,2852648.38,5783,7484.714,16
2005-05-01,67,5,500.0,823520.07,1047,1415.95,16
2005-05-01,68,4,200.0,613582.89,1247,1693.0,17
2005-05-01,69,1,227.0,1088999.77,2194,3016.34,18
2005-05-01,70,2,382.0,1688454.38,3165,4373.0,19
2005-05-01,71,2,449.0,1181506.01,2549,3713.25,20
2005-05-01,73,3,328.0,2593106.41,5706,7440.0,6
2005-05-01,74,2,311.0,1397111.77,2515,3535.8,21
2005-05-01,75,1,317.0,1855861.67,3695,5079.25,22
2005-05-01,83,1,67.0,405199.45,935,1145.0,23
2005-05-01,84,3,185.0,1513287.92,2798,3682.681,24
2005-05-01,85,2,390.0,1988305.67,3933,5369.0,115
2005-05-01,86,5,580.0,1530265.54,1059,1458.1,115
2005-05-01,87,1,175.0,770005.45,1686,2058.0,16
2005-05-01,89,1,273.0,992249.52,2274,2963.0,25
2005-05-01,90,1,80.0,656142.8,1223,1665.0,16
2005-05-01,91,1,350.0,1651084.11,3358,4559.333,16
2005-05-01,92,2,100.0,938768.11,2171,2835.0,16
2005-05-01,93,5,330.0,843714.63,1162,1555.766,16
2005-05-01,94,2,142.0,687453.73,1482,1922.9,26
2005-05-01,95,3,170.0,705472.15,1658,1931.931,27
2005-05-01,96,4,184.0,1289601.16,2497,3421.2,117
2005-05-01,97,4,400.0,934023.56,2017,2880.0,117
2005-05-01,98,1,474.0,1683056.83,2931,4116.245,3
2005-05-01,99,2,260.0,940418.83,1726,2303.0,28
2005-05-01,100,2,266.0,977546.61,2037,2779.0,29
2005-05-01,517,2,342.0,1346870.27,2503,3393.0,121
2005-05-01,499,3,240.0,1855342.86,3979,5318.2,16
2005-05-01,104,3,452.0,1257106.19,2920,3723.78,16
2005-05-01,105,5,200.0,1220049.85,1688,2453.11,16
2005-05-01,106,2,330.0,1085860.17,2391,3058.585,16
2005-05-01,107,2,62.0,1234184.45,2751,3616.0,16
2005-05-01,108,2,250.0,1211640.47,2626,3720.0,30
2005-05-01,109,3,214.0,1119213.5,2385,3043.0,31
2005-05-01,110,2,156.0,499603.68,1214,1632.036,32
2005-05-01,111,2,299.0,2065513.06,3745,5103.8,33
2005-05-01,112,1,463.0,1843560.87,3436,4843.0,33
2005-05-01,113,3,245.0,1909080.43,4137,5468.858,34
2005-05-01,114,2,440.0,1702973.46,3334,4399.739,34
2005-05-01,115,5,378.0,1163524.37,976,1357.133,34
2005-05-01,116,1,313.0,876210.87,2010,2791.0,35
2005-05-01,117,2,144.0,982785.25,2189,2848.7,36
2005-05-01,118,1,126.0,991413.9,2548,3475.7,37
2005-05-01,119,3,123.0,598369.27,1075,1441.5,38
2005-05-01,120,3,87.0,757469.45,1449,2039.0,39
2005-05-01,122,3,257.0,1336079.94,2775,3890.0,40
2005-05-01,123,1,200.0,476084.97,1232,1585.505,41
2005-05-01,124,2,250.0,1551381.51,3116,4366.0,25
2005-05-01,125,3,137.0,605260.93,1422,1807.0,42
2005-05-01,126,1,236.0,1777836.74,3879,5020.064,39
2005-05-01,127,2,405.0,1473526.92,3077,4107.603,34
2005-05-01,128,3,274.0,1235152.52,2777,3543.929,34
2005-05-01,129,2,158.0,1706016.23,3186,4506.0,34
2005-05-01,130,2,212.0,1502114.79,2769,3741.0,25
2005-05-01,136,1,201.0,2426000.22,4534,6397.2,43
2005-05-01,137,2,330.0,1162430.88,2809,3624.698,3
2005-05-01,138,2,327.0,1230129.23,2727,3582.0,3
2005-05-01,139,2,213.0,1569273.29,3547,4794.27,3
2005-05-01,140,1,800.0,3191274.55,6712,9165.0,3
2005-05-01,141,1,156.0,945624.05,2249,2971.0,3
2005-05-01,533,5,350.0,3140953.98,2807,4119.882,3
2005-05-01,142,1,115.0,1102672.2,2752,3497.833,3
2005-05-01,143,2,218.0,1136786.78,2526,3488.3,8
2005-05-01,144,2,491.0,1780532.31,3784,5319.4,8
2005-05-01,145,5,290.0,1553940.85,1857,2622.493,8
2005-05-01,146,3,357.0,1451294.34,2957,3963.857,116
2005-05-01,147,2,186.0,784836.52,1540,2192.0,21
2005-05-01,148,1,240.0,1647985.63,3829,5032.24,44
2005-05-01,149,4,350.0,1909158.1,3670,5035.0,45
2005-05-01,154,2,530.0,3033134.61,5585,8289.0,46
2005-05-01,155,1,300.0,1706685.21,2906,3935.752,42
2005-05-01,156,1,128.0,1068356.54,2485,3260.0,42
2005-05-01,159,1,434.0,1026395.94,2204,2886.672,16
2005-05-01,160,1,182.0,1069436.54,2540,3195.7,16
2005-05-01,161,3,337.0,968679.22,2064,2629.0,16
2005-05-01,162,5,190.0,1177424.93,1109,1521.224,16
2005-05-01,163,1,225.0,1674094.66,3100,4239.757,3
2005-05-01,164,2,500.0,2300582.24,4357,5963.217,6
2005-05-01,165,2,93.0,347766.39,836,1057.0,47
2005-05-01,166,2,210.0,1265808.53,2506,3485.3,19
2005-05-01,167,1,230.0,1116389.27,2434,3170.0,48
2005-05-01,168,2,258.0,1137975.92,2405,3141.198,49
2005-05-01,171,1,178.0,1407680.6,2828,3604.0,16
2005-05-01,172,2,129.0,862852.42,1654,2186.0,50
2005-05-01,173,2,407.0,2555986.15,5136,7318.387,51
2005-05-01,175,2,264.0,1165270.21,2597,3448.493,50
2005-05-01,176,1,236.0,1465491.33,3119,4536.52,52
2005-05-01,177,2,192.0,1011828.16,2213,2934.0,53
2005-05-01,180,2,283.0,1336161.17,2822,3711.2,24
2005-05-01,181,5,560.0,2296551.42,2371,3511.34,24
2005-05-01,185,2,257.0,861565.3,1900,2665.0,54
2005-05-01,186,2,600.0,1983454.47,3763,4999.56,55
2005-05-01,187,2,325.0,2037752.88,3999,5583.0,56
2005-05-01,495,1,280.0,1093098.83,2149,2913.0,56
2005-05-01,189,3,509.0,1093563.35,2486,3137.142,27
2005-05-01,191,1,330.0,1592354.21,3305,4336.0,57
2005-05-01,193,1,261.0,845191.16,2058,2636.9,11
2005-05-01,194,1,440.0,1914843.67,4099,5454.0,58
2005-05-01,195,1,300.0,1123816.69,2433,3342.0,59
2005-05-01,196,2,324.0,1062314.37,1853,2850.0,60
2005-05-01,197,2,300.0,1480824.28,3562,4642.92,61
2005-05-01,198,1,320.0,1906463.5,3854,5178.0,62
2005-05-01,200,3,342.0,1613705.68,3806,4765.75,63
2005-05-01,201,1,158.0,974051.24,2230,3014.13,64
2005-05-01,204,1,0.0,1884026.66,3875,5427.75,50
2005-05-01,205,2,211.0,873480.0,1914,2427.0,6
2005-05-01,206,2,327.0,1585224.62,3280,4300.45,6
2005-05-01,252,2,200.0,633510.02,1326,1930.2,28
2005-05-01,253,2,248.0,540799.46,1339,1797.0,65
2005-05-01,257,1,90.0,1412743.49,3158,4043.25,66
2005-05-01,258,2,472.0,2187102.13,4141,5526.833,66
2005-05-01,259,1,220.0,1120954.0,2567,3318.0,25
2005-05-01,260,1,256.0,894472.7,2134,2775.2,67
2005-05-01,261,1,433.0,935496.88,1826,2489.0,59
2005-05-01,262,3,325.0,2054933.53,4251,5841.848,39
2005-05-01,263,3,457.0,2702175.2,6307,7896.277,39
2005-05-01,264,2,579.0,2526958.94,4879,6947.0,16
2005-05-01,265,1,300.0,1602826.46,3090,4124.0,16
2005-05-01,266,2,130.0,871869.62,1733,2233.436,68
2005-05-01,267,2,202.0,1428549.71,2888,3800.75,69
2005-05-01,269,1,314.0,1427917.87,2787,3844.0,70
2005-05-01,272,4,302.0,1655594.15,2979,4476.8,71
2005-05-01,273,2,164.0,737841.09,1750,2431.0,72
2005-05-01,277,2,330.0,1620165.51,2985,4115.0,25
2005-05-01,278,2,265.0,639609.46,1543,1997.0,25
2005-05-01,279,2,226.0,1580104.71,3295,4353.25,25
2005-05-01,498,1,312.0,1766365.94,3681,4918.5,25
2005-05-01,502,3,205.0,719232.88,1858,2410.586,118
2005-05-01,286,1,156.0,473741.63,1691,1533.047,11
2005-05-01,287,2,310.0,1544815.23,3135,4048.51,73
2005-05-01,288,3,118.0,518307.65,1162,1467.84,50
2005-05-01,299,4,250.0,1323782.35,3156,4168.199,74
2005-05-01,300,3,181.0,1117633.88,2350,3132.469,50
2005-05-01,301,2,303.0,1652626.35,3746,3867.392,75
2005-05-01,302,3,275.0,1605859.79,3329,4197.593,25
2005-05-01,303,2,303.0,1912337.48,3891,5220.965,76
2005-05-01,305,2,373.0,1743257.61,3908,5214.5,16
2005-05-01,306,2,215.0,801552.78,1988,2536.0,25
2005-05-01,307,2,265.0,2441011.1,5137,6756.683,25
2005-05-01,308,3,339.0,2118369.77,8415,5621.969,25
2005-05-01,309,1,491.0,3357677.02,6620,8865.0,25
2005-05-01,526,5,975.0,3609337.45,2047,3357.626,25
2005-05-01,310,1,263.0,1016175.93,2333,2928.1,25
2005-05-01,311,1,288.0,2292956.33,4309,5803.0,77
2005-05-01,312,1,82.0,4225241.81,9762,12652.247,77
2005-05-01,313,3,486.0,2188746.75,3787,5142.7,50
2005-05-01,315,2,350.0,2395468.32,4395,5873.214,78
2005-05-01,316,3,252.0,755461.03,1607,2179.0,79
2005-05-01,317,2,259.0,1720273.18,3453,4634.0,80
2005-05-01,318,1,226.0,821015.81,1890,2493.0,81
2005-05-01,319,1,195.0,792031.7,1650,2100.666,82
2005-05-01,320,2,150.0,831108.42,1619,2103.05,83
2005-05-01,321,3,176.0,654164.11,1553,2042.689,84
2005-05-01,322,2,350.0,1716115.25,3423,4579.56,85
2005-05-01,323,3,225.0,1175682.71,2868,3839.9,86
2005-05-01,324,3,150.0,856795.04,2234,2467.81,87
2005-05-01,325,1,130.0,960146.9,1947,2545.61,88
2005-05-01,326,2,159.0,1462786.35,2911,4132.0,3
2005-05-01,327,2,100.0,690785.01,1628,2056.73,89
2005-05-01,330,1,288.0,1145283.15,2869,3864.0,90
2005-05-01,331,2,425.0,1929926.45,3755,5250.25,25
2005-05-01,332,1,150.0,940944.66,2035,2757.2,91
2005-05-01,333,2,200.0,1359987.87,3454,4675.0,92
2005-05-01,334,1,163.0,1751527.35,4206,5788.162,92
2005-05-01,335,1,383.0,2279249.44,5198,7130.0,92
2005-05-01,336,5,894.0,3436986.6,3231,4588.017,92
2005-05-01,337,2,90.0,968077.75,2623,3518.0,92
2005-05-01,338,1,194.0,533929.09,1476,1873.56,92
2005-05-01,339,2,246.0,1285636.39,3078,4085.458,50
2005-05-01,340,2,389.0,588250.81,1718,2143.858,50
2005-05-01,341,3,260.0,829463.21,1609,2134.3,50
2005-05-01,342,3,429.0,2243762.79,4897,6437.2,50
2005-05-01,343,1,250.0,2178554.3,4628,6120.952,50
2005-05-01,344,1,231.0,1260171.55,2791,3597.75,50
2005-05-01,345,3,344.0,1403665.51,2863,3878.733,50
2005-05-01,346,1,396.0,714240.53,1850,2374.486,50
2005-05-01,347,5,1300.0,4212235.38,2793,4166.96,50
2005-05-01,348,1,271.0,1207956.31,2190,2956.33,50
2005-05-01,511,1,170.0,655642.75,1601,2210.0,50
2005-05-01,349,1,113.0,659549.09,1810,2227.0,50
2005-05-01,350,2,305.0,1569272.32,3444,4465.0,93
2005-05-01,352,1,75.0,1159935.9,2403,3228.75,3
2005-05-01,353,3,530.0,1633094.5,3292,4384.11,94
2005-05-01,354,2,110.0,1069138.2,2139,2817.981,34
2005-05-01,362,2,360.0,1396228.74,2918,3824.0,32
2005-05-01,363,4,250.0,1167824.55,2378,3255.822,95
2005-05-01,364,2,77.0,451374.07,984,1333.0,80
2005-05-01,365,1,314.0,698303.96,1715,2364.0,96
2005-05-01,503,2,80.0,2343363.88,4685,6572.0,113
2005-05-01,366,3,256.0,1725722.59,3592,4924.167,3
2005-05-01,367,1,97.0,1003804.33,2223,2854.15,42
2005-05-01,368,3,428.0,876761.34,1875,2406.729,42
2005-05-01,370,2,214.0,847257.75,1946,2661.68,97
2005-05-01,371,2,261.0,1749986.01,3786,4994.14,16
2005-05-01,372,2,407.0,2126503.09,4034,5643.0,98
2005-05-01,373,1,256.0,711576.81,1800,1962.656,99
2005-05-01,527,1,300.0,835446.63,1726,2469.0,112
2005-05-01,374,2,404.0,1148626.43,2495,3349.25,100
2005-05-01,375,1,122.0,1948194.84,4130,5578.0,101
2005-05-01,376,2,340.0,1510295.38,2957,4055.25,102
2005-05-01,377,1,270.0,1395267.41,2902,3935.667,103
2005-05-01,378,2,57.0,469646.49,1111,1388.0,104
2005-05-01,379,3,90.0,707859.81,1410,1811.7,29
2005-05-01,380,2,115.0,519026.3,1193,1680.0,105
2005-05-01,381,2,192.0,1211949.09,2578,3468.0,106
2005-05-01,382,1,450.0,1298689.71,2845,3845.5,107
2005-05-01,383,2,307.0,1137843.06,2591,3484.05,100
2005-05-01,384,1,396.0,1804089.59,4157,5798.5,16
2005-05-01,386,3,105.0,571275.09,1280,1674.0,16
2005-05-01,387,1,300.0,784504.23,1624,2222.65,108
2005-05-01,388,3,133.0,784663.05,1492,1986.0,27
